id_processo,orgao,esfera,tipo_contratacao,modalidade_direta,valor_estimado,texto_justificativa,categoria_bardin,keyword_dominante,rhetorical_score,is_retorico
PNCP-JUST-2025-1233,Ministério da Previdência,Federal,Pregão Eletrônico,0,1623643.96,"A renovação contratual do sistema de gestão integrada se faz sob a rubrica da inovação, uma vez que a empresa parceira introduziu atualizações que representam tecnologia altamente inovadora de nuvem privativa, essencial para mitigar a obsolescência de TI do departamento administrativo.",Mimetismo Tecnológico,mimetismo_erp,0.6509,1
PNCP-JUST-2025-1234,Tribunal de Justiça de MG,Estadual,Pregão Eletrônico,0,776070.06,Contratação de projeto de pesquisa aplicada para otimização do tráfego urbano utilizando aprendizado por reforço profundo adaptativo em semáforos integrados. O escopo envolve incerteza técnica substancial e a ausência de soluções similares viáveis comercialmente.,Inovação Legítima,inovacao_legitima,0.264,0
PNCP-JUST-2025-1235,Procuradoria Geral do RS,Estadual,Pregão Eletrônico,0,7335884.7,Contrato Público de Solução (CPS) sob o Marco Legal de Startups para criação de metodologia inédita de rastreabilidade de medicamentos hospitalares via sensores e criptografia distribuída. O problema exige testagem de hipóteses em ambiente real e prototipação concorrente.,Inovação Legítima,inovacao_legitima,0.261,0
PNCP-JUST-2025-1236,Prefeitura de Uberlândia,Municipal,Dispensa,1,99361.54,"Contratação de suporte técnico de hardware de marca específica X. O certame justifica-se pela exclusividade de tecnologia e inovação patenteada, exigindo especificações fechadas de engenharia algorítmica redundante, essenciais para a resiliência operacional da rede física de controle interno.",Redundância Instrumental,redundancia_buzzword,0.8107,1
PNCP-JUST-2025-1237,Ministério da Previdência,Federal,Inexigibilidade,1,282694.76,"Aquisição de software de atendimento eletrônico e chat corporativo dotado de inovação nos canais de comunicação com o cidadão, garantindo modernização completa, inteligência de interface e inovação preditiva capaz de revolucionar as rotinas operacionais deste órgão estatal.",Mimetismo Tecnológico,mimetismo_erp,0.8024,1
PNCP-JUST-2025-1238,Superintendência de TI do INSS,Federal,Pregão Eletrônico,0,38038.8,Contratação de projeto de pesquisa aplicada para otimização do tráfego urbano utilizando aprendizado por reforço profundo adaptativo em semáforos integrados. O escopo envolve incerteza técnica substancial e a ausência de soluções similares viáveis comercialmente.,Inovação Legítima,inovacao_legitima,0.1647,0
PNCP-JUST-2025-1239,Município de Joinville,Municipal,Inexigibilidade,1,142609.36,"Justifica-se a aquisição direta de licenças e assinaturas da plataforma X pelo seu alto caráter inovador e por tratar-se de inovação digital indispensável à transição digital corporativa, permitindo que a gestão tributária adote inteligência de ponta para a contabilidade preditiva municipal.",Mimetismo Tecnológico,mimetismo_erp,0.6677,1
PNCP-JUST-2025-1240,Município de Joinville,Municipal,Dispensa,1,1089144.92,"Aquisição de serviço proprietário de consultoria em BI e analytics. A modelagem demanda inovação computacional proprietária de alta especificidade técnica, exigindo do fornecedor exclusividade por direitos intelectuais decorrentes de inteligência artificial algorítmica aplicada à contabilidade pública.",Redundância Instrumental,redundancia_buzzword,0.812,1
PNCP-JUST-2025-1241,Procuradoria Geral do RS,Estadual,Pregão Eletrônico,0,115027.39,Contrato Público de Solução (CPS) sob o Marco Legal de Startups para criação de metodologia inédita de rastreabilidade de medicamentos hospitalares via sensores e criptografia distribuída. O problema exige testagem de hipóteses em ambiente real e prototipação concorrente.,Inovação Legítima,inovacao_legitima,0.1698,0
PNCP-JUST-2025-1242,Município de Maringá,Municipal,Pregão Eletrônico,0,65525.2,"A contratação de consultoria especializada para migração de banco de dados e hospedagem em nuvem de tecnologia de ponta representa inovação metodológica necessária e disruptiva, eliminando servidores analógicos e estabelecendo governança informacional de padrão inovador no tribunal.",Mimetismo Tecnológico,mimetismo_erp,0.8812,1
PNCP-JUST-2025-1243,Município de Maringá,Municipal,Inexigibilidade,1,54693.27,"A contratação de licenças corporativas do software ERP visa a modernização tecnológica imediata e disruptiva da secretaria, integrando a computação em nuvem nas rotinas de auditoria e promovendo inovação digital radical para conformidade institucional com padrões internacionais.",Mimetismo Tecnológico,mimetismo_erp,0.9272,1
PNCP-JUST-2025-1244,Empresa Brasileira de Correios,Federal,Dispensa,1,249567.1,"A aquisição de computadores, monitores de alta resolução e notebooks corporativos justifica-se pela exigência de inovação robusta e governança algorítmica corporativa na ponta, integrando ecossistemas de inteligência artificial descentralizada e interfaces digitais de alta performance.",Redundância Instrumental,redundancia_buzzword,0.9788,1
PNCP-JUST-2025-1245,Município de Rio Claro,Municipal,Pregão Eletrônico,0,560414.03,"Justifica-se a aquisição direta de licenças e assinaturas da plataforma X pelo seu alto caráter inovador e por tratar-se de inovação digital indispensável à transição digital corporativa, permitindo que a gestão tributária adote inteligência de ponta para a contabilidade preditiva municipal.",Mimetismo Tecnológico,mimetismo_erp,0.829,1
PNCP-JUST-2025-1246,Superintendência de TI do INSS,Federal,Dispensa,1,210718.83,A dispensa por inovação se justifica pela urgência crítica da transição de sistemas. O prolongado atraso no cronograma de planejamento impõe a contratação imediata de serviços de suporte técnico sob caráter inovador e prioritário para evitar interrupções operacionais graves.,Urgência Retórica,urgencia_emergencial,0.8332,1
PNCP-JUST-2025-1247,Município de Joinville,Municipal,Inexigibilidade,1,905843.74,Contratação de empresa especializada para fornecimento de infraestrutura de conectividade física com fiação estruturada e repetidores. A contratação representa inovação estratégica em rede complexa com aplicação de blockchain descentralizado e deep learning para segurança periférica das dependências do órgão.,Redundância Instrumental,redundancia_buzzword,0.7696,1
PNCP-JUST-2025-1248,Secretaria de Educação do RJ,Estadual,Pregão Eletrônico,0,1307380.3,Encomenda tecnológica (ETEC) para codesenvolvimento de solução IoT de monitoramento preventivo de integridade de pontes municipais. Envolve incerteza científica elevada e exige do consórcio pesquisa e desenvolvimento integrado com laboratórios universitários credenciados.,Inovação Legítima,inovacao_legitima,0.1988,0
PNCP-JUST-2025-1249,Prefeitura de Campinas,Municipal,Concorrência Pública,0,193494.71,"Desenvolvimento de ferramenta de inteligência artificial explicável local (XAI) para auditoria automatizada de preços de TI em tempo real. O software de base em design science research superará a opacidade dos modelos de caixa-preta tradicionais, representando inovação legítima aplicada ao controle preventivo.",Inovação Legítima,inovacao_legitima,0.2169,0
PNCP-JUST-2025-1250,Prefeitura de Campinas,Municipal,Dispensa,1,666581.33,"A contratação de licenças corporativas do software ERP visa a modernização tecnológica imediata e disruptiva da secretaria, integrando a computação em nuvem nas rotinas de auditoria e promovendo inovação digital radical para conformidade institucional com padrões internacionais.",Mimetismo Tecnológico,mimetismo_erp,0.66,1
PNCP-JUST-2025-1251,Superintendência de TI do INSS,Federal,Dispensa,1,72157.86,"A contratação direta sem licitação justifica-se sob a excepcionalidade da inovação por emergência digital, visando a substituição imediata de infraestrutura de datacenter obsoleta cujo mau funcionamento ameaça a integridade de dados e a segurança das informações corporativas.",Urgência Retórica,urgencia_emergencial,0.8499,1
PNCP-JUST-2025-1252,Ministério da Inovação,Federal,CPS (Marco Legal),0,328409.58,Contrato Público de Solução (CPS) sob o Marco Legal de Startups para criação de metodologia inédita de rastreabilidade de medicamentos hospitalares via sensores e criptografia distribuída. O problema exige testagem de hipóteses em ambiente real e prototipação concorrente.,Inovação Legítima,inovacao_legitima,0.1858,0
PNCP-JUST-2025-1253,Empresa Brasileira de Correios,Federal,Inexigibilidade,1,792332.83,"A contratação de consultoria especializada para migração de banco de dados e hospedagem em nuvem de tecnologia de ponta representa inovação metodológica necessária e disruptiva, eliminando servidores analógicos e estabelecendo governança informacional de padrão inovador no tribunal.",Mimetismo Tecnológico,mimetismo_erp,0.757,1
PNCP-JUST-2025-1254,Secretaria de Educação do RJ,Estadual,Dispensa,1,515344.74,"A contratação de consultoria especializada para migração de banco de dados e hospedagem em nuvem de tecnologia de ponta representa inovação metodológica necessária e disruptiva, eliminando servidores analógicos e estabelecendo governança informacional de padrão inovador no tribunal.",Mimetismo Tecnológico,mimetismo_erp,0.8458,1
PNCP-JUST-2025-1255,Prefeitura de Caxias do Sul,Municipal,Pregão Eletrônico,0,366592.19,Contrato Público de Solução (CPS) sob o Marco Legal de Startups para criação de metodologia inédita de rastreabilidade de medicamentos hospitalares via sensores e criptografia distribuída. O problema exige testagem de hipóteses em ambiente real e prototipação concorrente.,Inovação Legítima,inovacao_legitima,0.1955,0
PNCP-JUST-2025-1256,Procuradoria Geral do RS,Estadual,Pregão Eletrônico,0,339339.38,"Desenvolvimento de ferramenta de inteligência artificial explicável local (XAI) para auditoria automatizada de preços de TI em tempo real. O software de base em design science research superará a opacidade dos modelos de caixa-preta tradicionais, representando inovação legítima aplicada ao controle preventivo.",Inovação Legítima,inovacao_legitima,0.1398,0
PNCP-JUST-2025-1257,Prefeitura de Uberlândia,Municipal,Dispensa,1,87311.48,"A contratação de consultoria especializada para migração de banco de dados e hospedagem em nuvem de tecnologia de ponta representa inovação metodológica necessária e disruptiva, eliminando servidores analógicos e estabelecendo governança informacional de padrão inovador no tribunal.",Mimetismo Tecnológico,mimetismo_erp,0.6848,1
PNCP-JUST-2025-1258,Prefeitura de Uberlândia,Municipal,Concorrência Pública,0,529850.62,"A contratação de licenças corporativas do software ERP visa a modernização tecnológica imediata e disruptiva da secretaria, integrando a computação em nuvem nas rotinas de auditoria e promovendo inovação digital radical para conformidade institucional com padrões internacionais.",Mimetismo Tecnológico,mimetismo_erp,0.7832,1
PNCP-JUST-2025-1259,Ministério da Inovação,Federal,CPS (Marco Legal),0,239796.87,"Desenvolvimento de ferramenta de inteligência artificial explicável local (XAI) para auditoria automatizada de preços de TI em tempo real. O software de base em design science research superará a opacidade dos modelos de caixa-preta tradicionais, representando inovação legítima aplicada ao controle preventivo.",Inovação Legítima,inovacao_legitima,0.2669,0
PNCP-JUST-2025-1260,Prefeitura de Uberlândia,Municipal,Pregão Eletrônico,0,89511.01,Contrato Público de Solução (CPS) sob o Marco Legal de Startups para criação de metodologia inédita de rastreabilidade de medicamentos hospitalares via sensores e criptografia distribuída. O problema exige testagem de hipóteses em ambiente real e prototipação concorrente.,Inovação Legítima,inovacao_legitima,0.2723,0
PNCP-JUST-2025-1261,Município de Maringá,Municipal,Dispensa,1,61836.55,"A aquisição de computadores, monitores de alta resolução e notebooks corporativos justifica-se pela exigência de inovação robusta e governança algorítmica corporativa na ponta, integrando ecossistemas de inteligência artificial descentralizada e interfaces digitais de alta performance.",Redundância Instrumental,redundancia_buzzword,0.7634,1
PNCP-JUST-2025-1262,Prefeitura de Uberlândia,Municipal,Dispensa,1,1017910.1,"A renovação contratual do sistema de gestão integrada se faz sob a rubrica da inovação, uma vez que a empresa parceira introduziu atualizações que representam tecnologia altamente inovadora de nuvem privativa, essencial para mitigar a obsolescência de TI do departamento administrativo.",Mimetismo Tecnológico,mimetismo_erp,0.8107,1
PNCP-JUST-2025-1263,Município de Maringá,Municipal,Pregão Eletrônico,0,122807.8,"A contratação de emergência da solução X fundamenta-se na necessidade de inovação célere nas barreiras de atendimento. Diante da iminente paralisação dos serviços públicos tributários por falha de TI, justifica-se a inexigibilidade pela inovação imediata para mitigação de riscos sistêmicos.",Urgência Retórica,urgencia_emergencial,0.861,1
PNCP-JUST-2025-1264,Ministério da Inovação,Federal,CPS (Marco Legal),0,103954.67,"Contratação de suporte técnico de hardware de marca específica X. O certame justifica-se pela exclusividade de tecnologia e inovação patenteada, exigindo especificações fechadas de engenharia algorítmica redundante, essenciais para a resiliência operacional da rede física de controle interno.",Redundância Instrumental,redundancia_buzzword,0.9397,1
PNCP-JUST-2025-1265,Governo do Estado da Bahia,Estadual,Pregão Eletrônico,0,332731.3,"A contratação de consultoria especializada para migração de banco de dados e hospedagem em nuvem de tecnologia de ponta representa inovação metodológica necessária e disruptiva, eliminando servidores analógicos e estabelecendo governança informacional de padrão inovador no tribunal.",Mimetismo Tecnológico,mimetismo_erp,0.6716,1
PNCP-JUST-2025-1266,Ministério da Inovação,Federal,Dispensa,1,65570.72,"A contratação de emergência da solução X fundamenta-se na necessidade de inovação célere nas barreiras de atendimento. Diante da iminente paralisação dos serviços públicos tributários por falha de TI, justifica-se a inexigibilidade pela inovação imediata para mitigação de riscos sistêmicos.",Urgência Retórica,urgencia_emergencial,0.8811,1
PNCP-JUST-2025-1267,Tribunal de Justiça de MG,Estadual,Inexigibilidade,1,127838.23,"Desenvolvimento de ferramenta de inteligência artificial explicável local (XAI) para auditoria automatizada de preços de TI em tempo real. O software de base em design science research superará a opacidade dos modelos de caixa-preta tradicionais, representando inovação legítima aplicada ao controle preventivo.",Inovação Legítima,inovacao_legitima,0.2391,0
PNCP-JUST-2025-1268,Tribunal de Justiça de MG,Estadual,Concorrência Pública,0,7916806.33,Contratação de projeto de pesquisa aplicada para otimização do tráfego urbano utilizando aprendizado por reforço profundo adaptativo em semáforos integrados. O escopo envolve incerteza técnica substancial e a ausência de soluções similares viáveis comercialmente.,Inovação Legítima,inovacao_legitima,0.1943,0
PNCP-JUST-2025-1269,Governo do Estado da Bahia,Estadual,Inexigibilidade,1,187621.05,"A contratação de licenças corporativas do software ERP visa a modernização tecnológica imediata e disruptiva da secretaria, integrando a computação em nuvem nas rotinas de auditoria e promovendo inovação digital radical para conformidade institucional com padrões internacionais.",Mimetismo Tecnológico,mimetismo_erp,0.9037,1
PNCP-JUST-2025-1270,Superintendência de TI do INSS,Federal,Pregão Eletrônico,0,441649.19,Contrato Público de Solução (CPS) sob o Marco Legal de Startups para criação de metodologia inédita de rastreabilidade de medicamentos hospitalares via sensores e criptografia distribuída. O problema exige testagem de hipóteses em ambiente real e prototipação concorrente.,Inovação Legítima,inovacao_legitima,0.1509,0
PNCP-JUST-2025-1271,Prefeitura de Campinas,Municipal,Pregão Eletrônico,0,319757.16,Contrato Público de Solução (CPS) sob o Marco Legal de Startups para criação de metodologia inédita de rastreabilidade de medicamentos hospitalares via sensores e criptografia distribuída. O problema exige testagem de hipóteses em ambiente real e prototipação concorrente.,Inovação Legítima,inovacao_legitima,0.1137,0
PNCP-JUST-2025-1272,Comando do Exército,Federal,Inexigibilidade,1,541153.5,"Aquisição de serviço proprietário de consultoria em BI e analytics. A modelagem demanda inovação computacional proprietária de alta especificidade técnica, exigindo do fornecedor exclusividade por direitos intelectuais decorrentes de inteligência artificial algorítmica aplicada à contabilidade pública.",Redundância Instrumental,redundancia_buzzword,0.9571,1
PNCP-JUST-2025-1273,Comando do Exército,Federal,Inexigibilidade,1,126361.13,"A contratação de licenças corporativas do software ERP visa a modernização tecnológica imediata e disruptiva da secretaria, integrando a computação em nuvem nas rotinas de auditoria e promovendo inovação digital radical para conformidade institucional com padrões internacionais.",Mimetismo Tecnológico,mimetismo_erp,0.762,1
PNCP-JUST-2025-1274,Comando do Exército,Federal,Dispensa,1,433808.12,Encomenda tecnológica (ETEC) para codesenvolvimento de solução IoT de monitoramento preventivo de integridade de pontes municipais. Envolve incerteza científica elevada e exige do consórcio pesquisa e desenvolvimento integrado com laboratórios universitários credenciados.,Inovação Legítima,inovacao_legitima,0.2489,0
PNCP-JUST-2025-1275,Tribunal de Justiça de MG,Estadual,Concorrência Pública,0,2576167.35,"Aquisição de software de atendimento eletrônico e chat corporativo dotado de inovação nos canais de comunicação com o cidadão, garantindo modernização completa, inteligência de interface e inovação preditiva capaz de revolucionar as rotinas operacionais deste órgão estatal.",Mimetismo Tecnológico,mimetismo_erp,0.7809,1
PNCP-JUST-2025-1276,Secretaria de Educação do RJ,Estadual,Inexigibilidade,1,508988.11,"A contratação de licenças corporativas do software ERP visa a modernização tecnológica imediata e disruptiva da secretaria, integrando a computação em nuvem nas rotinas de auditoria e promovendo inovação digital radical para conformidade institucional com padrões internacionais.",Mimetismo Tecnológico,mimetismo_erp,0.752,1
PNCP-JUST-2025-1277,Município de Joinville,Municipal,Dispensa,1,566118.53,Desenvolvimento conjunto de novo algoritmo preditivo de NLP baseado em Geração de Aumento por Recuperação (RAG) para avaliação ex-ante de editais de sustentabilidade. O projeto possui alto risco tecnológico e visa a criação de protótipo de software não disponível no mercado nacional.,Inovação Legítima,inovacao_legitima,0.2593,0
PNCP-JUST-2025-1278,Superintendência de TI do INSS,Federal,Pregão Eletrônico,0,275430.07,Encomenda tecnológica (ETEC) para codesenvolvimento de solução IoT de monitoramento preventivo de integridade de pontes municipais. Envolve incerteza científica elevada e exige do consórcio pesquisa e desenvolvimento integrado com laboratórios universitários credenciados.,Inovação Legítima,inovacao_legitima,0.0697,0
PNCP-JUST-2025-1279,Prefeitura de Uberlândia,Municipal,Inexigibilidade,1,202087.5,"A contratação de licenças corporativas do software ERP visa a modernização tecnológica imediata e disruptiva da secretaria, integrando a computação em nuvem nas rotinas de auditoria e promovendo inovação digital radical para conformidade institucional com padrões internacionais.",Mimetismo Tecnológico,mimetismo_erp,0.8007,1
PNCP-JUST-2025-1280,Governo do Estado da Bahia,Estadual,Dispensa,1,416464.76,"Justifica-se a aquisição direta de licenças e assinaturas da plataforma X pelo seu alto caráter inovador e por tratar-se de inovação digital indispensável à transição digital corporativa, permitindo que a gestão tributária adote inteligência de ponta para a contabilidade preditiva municipal.",Mimetismo Tecnológico,mimetismo_erp,0.7528,1
PNCP-JUST-2025-1281,Secretaria de Saúde de SP,Estadual,Dispensa,1,2401436.83,"A contratação direta sem licitação justifica-se sob a excepcionalidade da inovação por emergência digital, visando a substituição imediata de infraestrutura de datacenter obsoleta cujo mau funcionamento ameaça a integridade de dados e a segurança das informações corporativas.",Urgência Retórica,urgencia_emergencial,0.9017,1
PNCP-JUST-2025-1282,Prefeitura de Caxias do Sul,Municipal,Pregão Eletrônico,0,932641.21,Encomenda tecnológica (ETEC) para codesenvolvimento de solução IoT de monitoramento preventivo de integridade de pontes municipais. Envolve incerteza científica elevada e exige do consórcio pesquisa e desenvolvimento integrado com laboratórios universitários credenciados.,Inovação Legítima,inovacao_legitima,0.1081,0
PNCP-JUST-2025-1283,Procuradoria Geral do RS,Estadual,Inexigibilidade,1,117085.35,"Aquisição de software de atendimento eletrônico e chat corporativo dotado de inovação nos canais de comunicação com o cidadão, garantindo modernização completa, inteligência de interface e inovação preditiva capaz de revolucionar as rotinas operacionais deste órgão estatal.",Mimetismo Tecnológico,mimetismo_erp,0.7064,1
PNCP-JUST-2025-1284,Prefeitura de Campinas,Municipal,Inexigibilidade,1,107050.6,"A renovação contratual do sistema de gestão integrada se faz sob a rubrica da inovação, uma vez que a empresa parceira introduziu atualizações que representam tecnologia altamente inovadora de nuvem privativa, essencial para mitigar a obsolescência de TI do departamento administrativo.",Mimetismo Tecnológico,mimetismo_erp,0.8832,1
PNCP-JUST-2025-1285,Município de Maringá,Municipal,Pregão Eletrônico,0,294573.64,"A contratação de emergência da solução X fundamenta-se na necessidade de inovação célere nas barreiras de atendimento. Diante da iminente paralisação dos serviços públicos tributários por falha de TI, justifica-se a inexigibilidade pela inovação imediata para mitigação de riscos sistêmicos.",Urgência Retórica,urgencia_emergencial,0.9407,1
PNCP-JUST-2025-1286,Governo do Estado da Bahia,Estadual,Concorrência Pública,0,177632.24,Contratação de projeto de pesquisa aplicada para otimização do tráfego urbano utilizando aprendizado por reforço profundo adaptativo em semáforos integrados. O escopo envolve incerteza técnica substancial e a ausência de soluções similares viáveis comercialmente.,Inovação Legítima,inovacao_legitima,0.0699,0
PNCP-JUST-2025-1287,Prefeitura de Caxias do Sul,Municipal,CPS (Marco Legal),0,162926.76,Encomenda tecnológica (ETEC) para codesenvolvimento de solução IoT de monitoramento preventivo de integridade de pontes municipais. Envolve incerteza científica elevada e exige do consórcio pesquisa e desenvolvimento integrado com laboratórios universitários credenciados.,Inovação Legítima,inovacao_legitima,0.1594,0
PNCP-JUST-2025-1288,Governo do Estado da Bahia,Estadual,Inexigibilidade,1,151826.73,"A contratação direta sem licitação justifica-se sob a excepcionalidade da inovação por emergência digital, visando a substituição imediata de infraestrutura de datacenter obsoleta cujo mau funcionamento ameaça a integridade de dados e a segurança das informações corporativas.",Urgência Retórica,urgencia_emergencial,0.7841,1
PNCP-JUST-2025-1289,Ministério da Previdência,Federal,Pregão Eletrônico,0,838875.18,Encomenda tecnológica (ETEC) para codesenvolvimento de solução IoT de monitoramento preventivo de integridade de pontes municipais. Envolve incerteza científica elevada e exige do consórcio pesquisa e desenvolvimento integrado com laboratórios universitários credenciados.,Inovação Legítima,inovacao_legitima,0.06,0
PNCP-JUST-2025-1290,Município de Rio Claro,Municipal,Inexigibilidade,1,426361.01,"Desenvolvimento de ferramenta de inteligência artificial explicável local (XAI) para auditoria automatizada de preços de TI em tempo real. O software de base em design science research superará a opacidade dos modelos de caixa-preta tradicionais, representando inovação legítima aplicada ao controle preventivo.",Inovação Legítima,inovacao_legitima,0.1412,0
PNCP-JUST-2025-1291,Superintendência de TI do INSS,Federal,Pregão Eletrônico,0,776800.98,Contratação de projeto de pesquisa aplicada para otimização do tráfego urbano utilizando aprendizado por reforço profundo adaptativo em semáforos integrados. O escopo envolve incerteza técnica substancial e a ausência de soluções similares viáveis comercialmente.,Inovação Legítima,inovacao_legitima,0.1792,0
PNCP-JUST-2025-1292,Município de Rio Claro,Municipal,Inexigibilidade,1,214687.57,"A contratação de licenças corporativas do software ERP visa a modernização tecnológica imediata e disruptiva da secretaria, integrando a computação em nuvem nas rotinas de auditoria e promovendo inovação digital radical para conformidade institucional com padrões internacionais.",Mimetismo Tecnológico,mimetismo_erp,0.909,1
PNCP-JUST-2025-1293,Prefeitura de Uberlândia,Municipal,Dispensa,1,253001.83,"Frente à obsolescência crítica do sistema e à urgência de modernização para cumprimento de metas judiciais, a contratação de nova ferramenta em caráter excepcional sob a rubrica de inovação tecnológica visa solucionar o colapso logístico e de arquivos do tribunal.",Urgência Retórica,urgencia_emergencial,0.8136,1
PNCP-JUST-2025-1294,Comando do Exército,Federal,Pregão Eletrônico,0,641456.84,"Desenvolvimento de ferramenta de inteligência artificial explicável local (XAI) para auditoria automatizada de preços de TI em tempo real. O software de base em design science research superará a opacidade dos modelos de caixa-preta tradicionais, representando inovação legítima aplicada ao controle preventivo.",Inovação Legítima,inovacao_legitima,0.0865,0
PNCP-JUST-2025-1295,Tribunal de Justiça de MG,Estadual,Dispensa,1,571779.09,"Aquisição de serviço proprietário de consultoria em BI e analytics. A modelagem demanda inovação computacional proprietária de alta especificidade técnica, exigindo do fornecedor exclusividade por direitos intelectuais decorrentes de inteligência artificial algorítmica aplicada à contabilidade pública.",Redundância Instrumental,redundancia_buzzword,0.8936,1
PNCP-JUST-2025-1296,Prefeitura de Campinas,Municipal,Pregão Eletrônico,0,258850.94,Contratação de projeto de pesquisa aplicada para otimização do tráfego urbano utilizando aprendizado por reforço profundo adaptativo em semáforos integrados. O escopo envolve incerteza técnica substancial e a ausência de soluções similares viáveis comercialmente.,Inovação Legítima,inovacao_legitima,0.2536,0
PNCP-JUST-2025-1297,Município de Rio Claro,Municipal,Pregão Eletrônico,0,1291092.25,Encomenda tecnológica (ETEC) para codesenvolvimento de solução IoT de monitoramento preventivo de integridade de pontes municipais. Envolve incerteza científica elevada e exige do consórcio pesquisa e desenvolvimento integrado com laboratórios universitários credenciados.,Inovação Legítima,inovacao_legitima,0.0237,0
PNCP-JUST-2025-1298,Secretaria de Saúde de SP,Estadual,Inexigibilidade,1,559265.04,Contrato Público de Solução (CPS) sob o Marco Legal de Startups para criação de metodologia inédita de rastreabilidade de medicamentos hospitalares via sensores e criptografia distribuída. O problema exige testagem de hipóteses em ambiente real e prototipação concorrente.,Inovação Legítima,inovacao_legitima,0.0883,0
PNCP-JUST-2025-1299,Município de Joinville,Municipal,Inexigibilidade,1,265344.29,"Contratação de suporte técnico de hardware de marca específica X. O certame justifica-se pela exclusividade de tecnologia e inovação patenteada, exigindo especificações fechadas de engenharia algorítmica redundante, essenciais para a resiliência operacional da rede física de controle interno.",Redundância Instrumental,redundancia_buzzword,0.8532,1
PNCP-JUST-2025-1300,Prefeitura de Campinas,Municipal,Pregão Eletrônico,0,1503445.14,"Desenvolvimento de ferramenta de inteligência artificial explicável local (XAI) para auditoria automatizada de preços de TI em tempo real. O software de base em design science research superará a opacidade dos modelos de caixa-preta tradicionais, representando inovação legítima aplicada ao controle preventivo.",Inovação Legítima,inovacao_legitima,0.1235,0
PNCP-JUST-2025-1301,Município de Rio Claro,Municipal,Inexigibilidade,1,346323.62,"Justifica-se a aquisição direta de licenças e assinaturas da plataforma X pelo seu alto caráter inovador e por tratar-se de inovação digital indispensável à transição digital corporativa, permitindo que a gestão tributária adote inteligência de ponta para a contabilidade preditiva municipal.",Mimetismo Tecnológico,mimetismo_erp,0.7031,1
PNCP-JUST-2025-1302,Secretaria de Saúde de SP,Estadual,Pregão Eletrônico,0,336699.28,Contrato Público de Solução (CPS) sob o Marco Legal de Startups para criação de metodologia inédita de rastreabilidade de medicamentos hospitalares via sensores e criptografia distribuída. O problema exige testagem de hipóteses em ambiente real e prototipação concorrente.,Inovação Legítima,inovacao_legitima,0.0281,0
PNCP-JUST-2025-1303,Município de Maringá,Municipal,Inexigibilidade,1,497969.14,"A contratação direta sem licitação justifica-se sob a excepcionalidade da inovação por emergência digital, visando a substituição imediata de infraestrutura de datacenter obsoleta cujo mau funcionamento ameaça a integridade de dados e a segurança das informações corporativas.",Urgência Retórica,urgencia_emergencial,0.92,1
PNCP-JUST-2025-1304,Comando do Exército,Federal,Inexigibilidade,1,5217777.45,"A dispensa emergencial com base no Marco Legal de Startups justifica-se pela urgente necessidade de inovação nas metodologias de triagem de dados, uma vez que a latência no processamento de licitações acumuladas está inviabilizando o atendimento e a gestão contábil de compras.",Urgência Retórica,urgencia_emergencial,0.725,1
PNCP-JUST-2025-1305,Município de Maringá,Municipal,Pregão Eletrônico,0,187312.58,"Desenvolvimento de ferramenta de inteligência artificial explicável local (XAI) para auditoria automatizada de preços de TI em tempo real. O software de base em design science research superará a opacidade dos modelos de caixa-preta tradicionais, representando inovação legítima aplicada ao controle preventivo.",Inovação Legítima,inovacao_legitima,0.0417,0
PNCP-JUST-2025-1306,Prefeitura de Uberlândia,Municipal,Dispensa,1,75181.24,"A dispensa emergencial com base no Marco Legal de Startups justifica-se pela urgente necessidade de inovação nas metodologias de triagem de dados, uma vez que a latência no processamento de licitações acumuladas está inviabilizando o atendimento e a gestão contábil de compras.",Urgência Retórica,urgencia_emergencial,0.917,1
PNCP-JUST-2025-1307,Comando do Exército,Federal,Inexigibilidade,1,76516.41,"A contratação de consultoria especializada para migração de banco de dados e hospedagem em nuvem de tecnologia de ponta representa inovação metodológica necessária e disruptiva, eliminando servidores analógicos e estabelecendo governança informacional de padrão inovador no tribunal.",Mimetismo Tecnológico,mimetismo_erp,0.8774,1
PNCP-JUST-2025-1308,Prefeitura de Campinas,Municipal,Inexigibilidade,1,336458.04,"A dispensa emergencial com base no Marco Legal de Startups justifica-se pela urgente necessidade de inovação nas metodologias de triagem de dados, uma vez que a latência no processamento de licitações acumuladas está inviabilizando o atendimento e a gestão contábil de compras.",Urgência Retórica,urgencia_emergencial,0.7824,1
PNCP-JUST-2025-1309,Ministério da Inovação,Federal,Inexigibilidade,1,77680.46,"A aquisição de computadores, monitores de alta resolução e notebooks corporativos justifica-se pela exigência de inovação robusta e governança algorítmica corporativa na ponta, integrando ecossistemas de inteligência artificial descentralizada e interfaces digitais de alta performance.",Redundância Instrumental,redundancia_buzzword,0.7695,1
PNCP-JUST-2025-1310,Superintendência de TI do INSS,Federal,Pregão Eletrônico,0,99159.95,Desenvolvimento conjunto de novo algoritmo preditivo de NLP baseado em Geração de Aumento por Recuperação (RAG) para avaliação ex-ante de editais de sustentabilidade. O projeto possui alto risco tecnológico e visa a criação de protótipo de software não disponível no mercado nacional.,Inovação Legítima,inovacao_legitima,0.0511,0
